"id", "closed_at", "created_at", "state", "url"
1363, 2015-09-28 17:27:45, 2015-09-27 02:29:58, closed, https://api.github.com/repos/vuejs/vue/issues/1363
1370, 2015-09-28 20:24:42, 2015-09-28 17:27:17, closed, https://api.github.com/repos/vuejs/vue/issues/1370
1428, 2015-10-15 19:00:31, 2015-10-15 08:01:22, closed, https://api.github.com/repos/vuejs/vue/issues/1428
1431, 2015-10-17 01:53:14, 2015-10-16 05:33:53, closed, https://api.github.com/repos/vuejs/vue/issues/1431
1440, 2015-10-18 02:19:33, 2015-10-17 23:26:13, closed, https://api.github.com/repos/vuejs/vue/issues/1440
1442, 2015-10-19 12:09:09, 2015-10-19 08:39:43, closed, https://api.github.com/repos/vuejs/vue/issues/1442
1656, 2015-10-31 13:22:32, 2015-10-30 07:24:02, closed, https://api.github.com/repos/vuejs/vue/issues/1656
1662, 2015-10-31 20:25:11, 2015-10-31 20:01:29, closed, https://api.github.com/repos/vuejs/vue/issues/1662
1683, 2015-11-03 17:57:42, 2015-11-03 14:56:39, closed, https://api.github.com/repos/vuejs/vue/issues/1683
1779, 2015-11-10 18:34:40, 2015-11-09 19:42:53, closed, https://api.github.com/repos/vuejs/vue/issues/1779
1781, 2015-11-10 21:04:19, 2015-11-10 07:54:51, closed, https://api.github.com/repos/vuejs/vue/issues/1781
1797, 2015-11-15 20:52:36, 2015-11-12 10:44:25, closed, https://api.github.com/repos/vuejs/vue/issues/1797
1965, 2015-12-10 00:29:52, 2015-12-04 16:29:00, closed, https://api.github.com/repos/vuejs/vue/issues/1965
2022, 2015-12-15 17:23:43, 2015-12-14 08:37:07, closed, https://api.github.com/repos/vuejs/vue/issues/2022
2163, 2016-01-14 19:41:07, 2016-01-14 17:13:27, closed, https://api.github.com/repos/vuejs/vue/issues/2163
2206, 2016-01-29 02:16:07, 2016-01-21 15:53:41, closed, https://api.github.com/repos/vuejs/vue/issues/2206
2312, 2016-02-28 02:59:39, 2016-02-08 13:44:27, closed, https://api.github.com/repos/vuejs/vue/issues/2312
2393, 2016-02-28 04:53:44, 2016-02-25 10:54:33, closed, https://api.github.com/repos/vuejs/vue/issues/2393
2396, 2016-02-28 07:01:44, 2016-02-25 14:29:00, closed, https://api.github.com/repos/vuejs/vue/issues/2396
2400, 2016-02-28 07:53:21, 2016-02-25 23:53:15, closed, https://api.github.com/repos/vuejs/vue/issues/2400
2424, 2016-03-05 00:21:27, 2016-03-04 06:13:33, closed, https://api.github.com/repos/vuejs/vue/issues/2424
2426, 2016-03-04 17:52:33, 2016-03-04 17:47:56, closed, https://api.github.com/repos/vuejs/vue/issues/2426
2537, 2016-03-23 05:10:13, 2016-03-23 03:08:10, closed, https://api.github.com/repos/vuejs/vue/issues/2537
2587, 2016-03-30 19:59:01, 2016-03-29 22:53:08, closed, https://api.github.com/repos/vuejs/vue/issues/2587
2592, 2016-03-30 16:24:49, 2016-03-30 13:26:03, closed, https://api.github.com/repos/vuejs/vue/issues/2592
2593, 2016-03-30 20:12:11, 2016-03-30 15:05:22, closed, https://api.github.com/repos/vuejs/vue/issues/2593
2639, 2016-05-06 19:44:45, 2016-04-08 02:57:35, closed, https://api.github.com/repos/vuejs/vue/issues/2639
2657, 2016-04-13 22:51:17, 2016-04-12 13:06:00, closed, https://api.github.com/repos/vuejs/vue/issues/2657
2666, 2016-04-15 18:05:17, 2016-04-13 17:25:55, closed, https://api.github.com/repos/vuejs/vue/issues/2666
